Gene	Chromosome	Start	End	Strand
NEDD8-MDP1	chr14	24214096	24232352	-
NEDD9	chr6	11183298	11382348	-
NEFH	chr22	29480218	29491390	+
NEFL	chr8	24950955	24956612	-
NEFM	chr8	24913761	24919098	+
NEGR1	chr1	71395943	72282539	-
NEIL1	chr15	75346955	75357115	+
NEIL2	chr8	11769639	11787345	+
NEIL3	chr4	177309874	177362936	+
NEK1	chr4	169392809	169612627	-
NEK10	chr3	27110085	27369460	-
NEK11	chr3	131026850	131350465	+
NEK2	chr1	211658657	211675630	-
NEK3	chr13	52132639	52159861	-
NEK4	chr3	52708444	52770940	-
NEK5	chr13	52036948	52129078	-
NEK6	chr9	124257606	124353307	+
NEK7	chr1	198156994	198322420	+
NEK8	chr17	28725897	28743455	+
NEK9	chr14	75079353	75127344	-
NELFA	chr4	1982717	2041903	-
NELFB	chr9	137255327	137273542	+
NELFCD	chr20	58981208	58995131	+
NELFE	chr6	31952087	31958971	-
NELL1	chr11	20669551	21575686	+
NELL2	chr12	44508275	44921848	-
NEMF	chr14	49782083	49852821	-
NEMP1	chr12	57055643	57078791	-
NEMP2	chr2	190504338	190534722	-
NENF	chr1	212432920	212446379	+
NEO1	chr15	73051710	73305205	+
NEPRO	chr3	113002444	113019733	-
NES	chr1	156668763	156677407	-
NET1	chr10	5412557	5459056	+
NETO1	chr18	72742314	72867987	-
NETO2	chr16	47077703	47143945	-
NEU1	chr6	31857659	31862821	-
NEU2	chr2	233032672	233035057	+
NEU3	chr11	74988279	75018893	+
NEU4	chr2	241808825	241817413	+
NEURL1	chr10	103493979	103592552	+
NEURL1B	chr5	172641263	172691540	+
NEURL2	chr20	45888625	45891287	-
NEURL3	chr2	96497646	96508109	-
NEURL4	chr17	7315628	7329393	-
NEUROD1	chr2	181676467	181680517	-
NEUROD2	chr17	39603768	39607920	-
NEUROD4	chr12	55019974	55030017	+
NEUROD6	chr7	31337465	31340726	-
NEUROG1	chr5	135534282	135535964	-
NEUROG2	chr4	112513516	112516180	-
NEUROG3	chr10	69571698	69573422	-
NEXMIF	chrX	74732856	74925472	-
NEXN	chr1	77888513	77943895	+
NF1	chr17	31094927	31377677	+
NF2	chr22	29603556	29698598	+
NFAM1	chr22	42380407	42432403	-
NFASC	chr1	204828654	205022822	+
NFAT5	chr16	69565966	69704666	+
NFATC1	chr18	79395856	79529325	+
NFATC2	chr20	51386957	51562831	-
NFATC2IP	chr16	28950807	28967097	+
NFATC3	chr16	68085344	68229259	+
NFATC4	chr14	24366911	24379604	+
NFE2	chr12	54292111	54301015	-
NFE2L1	chr17	48048329	48061545	+
NFE2L2	chr2	177227595	177392697	-
NFE2L3	chr7	26152198	26187137	+
NFIA	chr1	60865259	61462788	+
NFIB	chr9	14081843	14398983	-
NFIC	chr19	3314403	3469217	+
NFIL3	chr9	91409045	91423832	-
NFILZ	chr19	8630635	8677708	+
NFIX	chr19	12995608	13098796	+
NFKB1	chr4	102501331	102617302	+
NFKB2	chr10	102394110	102402524	+
NFKBIA	chr14	35401513	35404749	-
NFKBIB	chr19	38899700	38908891	+
NFKBID	chr19	35888241	35902303	-
NFKBIE	chr6	44258166	44265788	-
NFKBIL1	chr6	31546870	31558829	+
NFKBIZ	chr3	101827991	101861022	+
NFRKB	chr11	129863636	129895584	-
NFS1	chr20	35668052	35699352	-
NFU1	chr2	69396113	69437628	-
NFX1	chr9	33290516	33371157	+
NFXL1	chr4	47847233	47914667	-
NFYA	chr6	41072945	41099976	+
NFYB	chr12	104117086	104138241	-
NFYC	chr1	40691689	40771603	+
NGB	chr14	77265483	77271312	-
NGDN	chr14	23469703	23509862	+
NGEF	chr2	232878701	233013256	-
NGF	chr1	115285917	115338256	-
NGFR	chr17	49495293	49515008	+
NGLY1	chr3	25718944	25790039	-
NGRN	chr15	90265672	90275778	+
NHEJ1	chr2	219069357	219160815	-
NHLH1	chr1	160367071	160372846	+
NHLH2	chr1	115836377	115843917	-
NHLRC1	chr6	18120440	18122677	-
NHLRC2	chr10	113854661	113917194	+
NHLRC3	chr13	39038311	39050109	+
NHLRC4	chr16	567005	569495	+
NHP2	chr5	178149463	178153894	-
NHS	chrX	17375200	17735994	+
NHSL1	chr6	138422043	138692571	-
NHSL2	chrX	71910818	72153286	+
NIBAN1	chr1	184790724	184974508	-
NIBAN2	chr9	127505339	127578989	-
NIBAN3	chr19	17523301	17553839	+
NICN1	chr3	49422333	49429326	-
NID1	chr1	235975830	236065109	-
NID2	chr14	52004803	52069228	-
NIF3L1	chr2	200889327	200903938	+
NIFK	chr2	121726945	121736911	-
NIM1K	chr5	43192225	43280850	+
NIN	chr14	50719763	50831162	-
NINJ1	chr9	93121496	93134251	-
NINJ2	chr12	564296	663779	-
NINL	chr20	25452697	25585531	-
NIP7	chr16	69339568	69343106	+
NIPA1	chr15	22773063	22829789	+
NIPA2	chr15	22838645	22869362	+
NIPAL1	chr4	48016772	48040173	+
NIPAL2	chr8	98189826	98294393	-
NIPAL3	chr1	24415802	24472976	+
NIPAL4	chr5	157460019	157474717	+
NIPBL	chr5	36876769	37066413	+
NIPSNAP1	chr22	29554808	29581327	-
NIPSNAP2	chr7	55951793	56000181	+
NIPSNAP3A	chr9	104747683	104760120	+
NIPSNAP3B	chr9	104764129	104777764	+
NISCH	chr3	52455118	52493068	+
NIT1	chr1	161118105	161125445	+
NIT2	chr3	100334757	100361635	+
NKAIN1	chr1	31179745	31239887	-
NKAIN2	chr6	123803865	124825640	+
NKAIN3	chr8	62248591	63014000	+
NKAIN4	chr20	63240784	63272694	-
NKAP	chrX	119920672	119943751	-
NKAPD1	chr11	112074086	112085150	+
NKAPL	chr6	28259297	28260958	+
NKD1	chr16	50548396	50649249	+
NKD2	chr5	1008802	1038943	+
NKG7	chr19	51371606	51372701	-
NKIRAS1	chr3	23889951	23946591	-
NKIRAS2	chr17	42011382	42025644	+
NKPD1	chr19	45149750	45160815	-
NKRF	chrX	119588337	119606443	-
NKTR	chr3	42600686	42648735	+
NKX1-1	chr4	1402932	1406331	-
NKX1-2	chr10	124445243	124450035	-
NKX2-1	chr14	36516392	36521149	-
NKX2-2	chr20	21511017	21514064	-
NKX2-3	chr10	99532942	99536524	+
NKX2-4	chr20	21395365	21397526	-
NKX2-5	chr5	173232109	173235311	-
NKX2-6	chr8	23702451	23706598	-
NKX2-8	chr14	36580004	36582614	-
NKX3-1	chr8	23678697	23682938	-
NKX3-2	chr4	13540830	13544508	-
NKX6-1	chr4	84491987	84498450	-
NKX6-2	chr10	132783181	132786147	-
NKX6-3	chr8	41645177	41650817	-
NLE1	chr17	35128730	35142303	-
NLGN1	chr3	173396284	174286644	+
NLGN2	chr17	7404874	7419860	+
NLGN3	chrX	71144831	71171201	+
NLGN4X	chrX	5890032	6228867	-
NLGN4Y	chrY	14522573	14845650	+
NLK	chr17	28042677	28196381	+
NLN	chr5	65722205	65871725	+
NLRC3	chr16	3539033	3577403	-
NLRC4	chr2	32224453	32265732	-
NLRC5	chr16	56989498	57083524	+
NLRP1	chr17	5501400	5619424	-
NLRP10	chr11	7957537	7965426	-
NLRP11	chr19	55785397	55836800	-
NLRP12	chr19	53793741	53824394	-
NLRP13	chr19	55891699	55932336	-
NLRP14	chr11	7020479	7071526	+
NLRP2	chr19	54953130	55001142	+
NLRP2B	chrX	57677067	57680260	-
NLRP3	chr1	247416156	247449108	+
NLRP4	chr19	55836540	55881855	+
NLRP5	chr19	55999726	56061810	+
NLRP6	chr11	278365	285359	+
NLRP7	chr19	54923509	54966312	-
NLRP8	chr19	55947832	55988629	+
NLRP9	chr19	55708438	55738402	-
NLRX1	chr11	119168188	119184016	+
NMB	chr15	84655129	84658563	-
NMBR	chr6	142075608	142088799	-
NMD3	chr3	161104696	161253532	+
NME1	chr17	51153559	51162428	+
NME1-NME2	chr17	51153590	51171744	+
NME2	chr17	51165435	51171744	+
NME3	chr16	1770286	1771730	-
NME4	chr16	396725	400754	+
NME5	chr5	138115175	138139428	-
NME6	chr3	48290722	48301685	-
NME7	chr1	169132531	169367946	-
NME8	chr7	37848597	37900397	+
NME9	chr3	138261437	138329886	-
NMI	chr2	151270470	151289894	-
NMNAT1	chr1	9943428	9985501	+
NMNAT2	chr1	183248237	183418380	-
NMNAT3	chr3	139560191	139678017	-
NMRAL1	chr16	4461680	4476306	-
NMRK1	chr9	75060573	75088217	-
NMRK2	chr19	3933103	3942416	+
NMS	chr2	100470482	100483280	+
NMT1	chr17	45051610	45109016	+
NMT2	chr10	15105770	15168693	-
NMU	chr4	55595229	55636298	-
NMUR1	chr2	231523187	231530445	-
NMUR2	chr5	152391546	152405279	-
NNAT	chr20	37521206	37523690	+
NNMT	chr11	114257831	114313536	+
NNT	chr5	43602692	43707405	+
NOA1	chr4	56963350	56977606	-
NOB1	chr16	69741871	69754926	-
NOBOX	chr7	144397240	144410227	-
NOC2L	chr1	944203	959256	-
NOC3L	chr10	94333226	94362939	-
NOC4L	chr12	132144457	132152468	+
NOCT	chr4	139015781	139045939	+
NOD1	chr7	30424527	30478784	-
NOD2	chr16	50693588	50733077	+
NODAL	chr10	70431936	70447951	-
NOG	chr17	56593699	56595611	+
NOL10	chr2	10570754	10689987	-
NOL11	chr17	67717931	67744531	+
NOL12	chr22	37686343	37693474	+
NOL3	chr16	67170154	67175735	+
NOL4	chr18	33851100	34223551	-
NOL4L	chr20	32443059	32584890	-
NOL6	chr9	33461353	33473930	-
NOL7	chr6	13615335	13621712	+
NOL8	chr9	92297358	92325636	-
NOL9	chr1	6521347	6554513	-
NOLC1	chr10	102152176	102163871	+
NOM1	chr7	156949712	156973176	+
NOMO1	chr16	14833721	14896157	+
NOMO2	chr16	18417325	18562211	-
NOMO3	chr16	16232528	16294811	+
NONO	chrX	71283192	71301168	+
NOP10	chr15	34341719	34343136	-
NOP14	chr4	2937936	2963406	-
NOP16	chr5	176383938	176388927	-
NOP2	chr12	6556863	6568691	-
NOP53	chr19	47745546	47757058	+
NOP56	chr20	2652632	2658393	+
NOP58	chr2	202265763	202303661	+
NOP9	chr14	24299850	24309124	+
NOS1	chr12	117208142	117361802	-
NOS1AP	chr1	162069691	162370475	+
NOS2	chr17	27756766	27800529	-
NOS3	chr7	150991017	151014588	+
NOSIP	chr19	49555468	49590262	-
NOSTRIN	chr2	168786539	168865514	+
NOTCH1	chr9	136494433	136546048	-
NOTCH2	chr1	119911553	120100688	-
NOTCH2NLA	chr1	146146521	146229026	-
NOTCH2NLB	chr1	148607040	148679779	-
NOTCH2NLC	chr1	149390614	149468030	+
NOTCH2NLR	chr1	120723946	120793874	+
NOTCH3	chr19	15159038	15200995	-
NOTCH4	chr6	32194843	32224067	-
NOTO	chr2	73202574	73212513	+
NOTUM	chr17	81952507	81961840	-
NOVA1	chr14	26443090	26598033	-
NOVA2	chr19	45933734	45974044	-
NOX1	chrX	100843324	100874359	-
NOX3	chr6	155395368	155455839	-
NOX4	chr11	89324353	89498187	-
NOX5	chr15	68930525	69062762	+
NOXA1	chr9	137423350	137434406	+
NOXO1	chr16	1978917	1984192	-
NOXRED1	chr14	77394021	77423517	-
NPAP1	chr15	24675775	24683393	+
NPAS1	chr19	47019837	47045775	+
NPAS2	chr2	100820139	100996829	+
NPAS3	chr14	32934396	33804176	+
NPAS4	chr11	66421004	66426707	+
NPAT	chr11	108157215	108222638	-
NPB	chr17	81900745	81902905	+
NPBWR1	chr8	52939182	52943734	+
NPBWR2	chr20	64105820	64107171	-
NPC1	chr18	23506184	23586506	-
NPC1L1	chr7	44512535	44541330	-
NPC2	chr14	74476192	74494177	-
NPDC1	chr9	137039463	137046177	-
NPEPL1	chr20	58689131	58715844	+
NPEPPS	chr17	47522942	47623276	+
NPFF	chr12	53506690	53507638	-
NPFFR1	chr10	70247329	70284004	-
NPFFR2	chr4	72031804	72148067	+
NPHP1	chr2	110122311	110205066	-
NPHP3	chr3	132680609	132722414	-
NPHP3-ACAD11	chr3	132644838	132684770	-
NPHP4	chr1	5862811	5992473	-
NPHS1	chr19	35825964	35851838	-
NPHS2	chr1	179550539	179575952	-
NPIPA1	chr16	14937443	14952056	+
NPIPA2	chr16	14748066	14765413	+
NPIPA3	chr16	14708944	14726338	+
NPIPA5	chr16	15363628	15381047	-
NPIPA7	chr16	16379055	16393954	+
NPIPA8	chr16	18317942	18336736	-
NPIPA9	chr16	18358086	18376839	-
NPIPB11	chr16	29381354	29404029	-
NPIPB12	chr16	29483642	29505820	-
NPIPB13	chr16	30222937	30254510	-
NPIPB15	chr16	74377878	74392080	+
NPIPB2	chr16	11927259	11976638	-
NPIPB3	chr16	21402237	21440719	-
NPIPB4	chr16	21834569	21866308	-
NPIPB5	chr16	22490337	22536505	+
NPIPB6	chr16	28342555	28363508	-
NPIPB7	chr16	28456372	28471175	-
NPIPB8	chr16	28637654	28658682	+
NPIPB9	chr16	28751787	28772807	+
NPL	chr1	182789449	182830384	+
NPLOC4	chr17	81556887	81637112	-
NPM1	chr5	171387116	171411137	+
NPM2	chr8	22024125	22036897	+
NPM3	chr10	101781325	101783413	-
NPNT	chr4	105894775	106004027	+
NPPA	chr1	11845709	11848345	-
NPPB	chr1	11857464	11858945	-
NPPC	chr2	231921809	231926396	-
NPR1	chr1	153678688	153693992	+
NPR2	chr9	35791591	35809731	+
NPR3	chr5	32689070	32791724	+
NPRL2	chr3	50347330	50350775	-
NPRL3	chr16	85386	138673	-
NPS	chr10	127549309	127553540	+
NPSR1	chr7	34658218	34878332	+
NPTN	chr15	73560014	73634134	-
NPTX1	chr17	80466834	80476607	-
NPTX2	chr7	98617285	98629869	+
NPTXR	chr22	38818452	38844028	-
NPVF	chr7	25224570	25228486	-
NPW	chr16	2009926	2020755	+
NPY	chr7	24284188	24291862	+
NPY1R	chr4	163323962	163344832	-
NPY2R	chr4	155208636	155217078	+
NPY4R	chr10	46461099	46465958	-
NPY4R2	chr10	47918739	47923524	+
NPY5R	chr4	163343892	163351934	+
NQO1	chr16	69706996	69726668	-
NQO2	chr6	2987987	3021850	+
NR0B1	chrX	30304206	30309390	-
NR0B2	chr1	26911489	26913975	-
NR1D1	chr17	40092793	40100589	-
NR1D2	chr3	23945286	23980617	+
NR1H2	chr19	50329653	50383388	+
NR1H3	chr11	47248300	47269033	+
NR1H4	chr12	100473708	100564414	+
NR1I2	chr3	119780484	119818485	+
NR1I3	chr1	161229666	161238244	-
NR2C1	chr12	95020229	95073628	-
NR2C2	chr3	14947584	15053600	+
NR2C2AP	chr19	19201409	19203414	-
NR2E1	chr6	108166022	108188805	+
NR2E3	chr15	71792638	71818259	+
NR2F1	chr5	93583222	93594611	+
NR2F2	chr15	96325938	96340263	+
NR2F6	chr19	17231883	17245940	-
NR3C1	chr5	143277931	143435512	-
NR3C2	chr4	148078762	148444698	-
NR4A1	chr12	52022832	52059507	+
NR4A2	chr2	156324437	156342348	-
NR4A3	chr9	99821855	99866891	+
NR5A1	chr9	124481236	124507420	-
NR5A2	chr1	200027614	200177420	+
NR6A1	chr9	124517275	124771311	-
NRAP	chr10	113588714	113664070	-
NRARP	chr9	137299631	137302271	-
NRAS	chr1	114704469	114716771	-
NRBF2	chr10	63133247	63155031	+
NRBP1	chr2	27427790	27442259	+
NRBP2	chr8	143833583	143840973	-
NRCAM	chr7	108147626	108456717	-
NRDC	chr1	51789191	51878937	-
NRDE2	chr14	90267860	90331941	-
NREP	chr5	111669191	111997464	-
NRF1	chr7	129611720	129757082	+
NRG1	chr8	31639222	32855666	+
NRG2	chr5	139846779	140043299	-
NRG3	chr10	81875194	82987179	+
NRG4	chr15	75940936	76059795	-
NRGN	chr11	124739942	124747210	+
NRIP1	chr21	14961235	15065815	-
NRIP2	chr12	2825348	2835544	-
NRIP3	chr11	8980576	9004049	-
NRK	chrX	105822539	105958610	+
NRL	chr14	24078662	24115010	-
NRM	chr6	30688047	30691420	-
NRN1	chr6	5997999	6007605	-
NRN1L	chr16	67884885	67888855	+
NRP1	chr10	33177492	33336262	-
NRP2	chr2	205682500	205798133	+
NRROS	chr3	196639694	196662004	+
NRSN1	chr6	24126186	24147530	+
NRSN2	chr20	346782	359660	+
NRTN	chr19	5823802	5828324	+
NRXN1	chr2	49918503	51032561	-
NRXN2	chr11	64606174	64723197	-
NRXN3	chr14	78170373	79868290	+
NSA2	chr5	74766991	74780113	+
NSD1	chr5	177133079	177300213	+
NSD2	chr4	1871393	1982207	+
NSD3	chr8	38269704	38382272	-
NSDHL	chrX	152830967	152869729	+
NSF	chr17	46590669	46757464	+
NSFL1C	chr20	1442162	1467692	-
NSG1	chr4	4348140	4419058	+
NSG2	chr5	174045706	174243501	+
NSL1	chr1	212726153	212791782	-
NSMAF	chr8	58583508	58659853	-
NSMCE1	chr16	27224994	27268772	-
NSMCE2	chr8	125091679	125367120	+
NSMCE3	chr15	29264989	29269822	-
NSMCE4A	chr10	121957091	121975217	-
NSMF	chr9	137447570	137459334	-
NSRP1	chr17	30116781	30186475	+
NSUN2	chr5	6599239	6633044	-
NSUN3	chr3	94063061	94131832	+
NSUN4	chr1	46340177	46362192	+
NSUN5	chr7	73302516	73308826	-
NSUN6	chr10	18545561	18655194	-
NSUN7	chr4	40749925	40811184	+
NT5C	chr17	75130225	75131744	-
NT5C1A	chr1	39659121	39672038	-
NT5C1B	chr2	18562872	18589569	-
NT5C1B-RDH14	chr2	18555545	18589564	-
NT5C2	chr10	103088018	103277605	-
NT5C3A	chr7	33014114	33062797	-
NT5C3B	chr17	41825057	41836260	-
NT5DC1	chr6	116100851	116249497	+
NT5DC2	chr3	52524385	52535054	-
NT5DC3	chr12	103772310	103841234	-
NT5DC4	chr2	112721486	112742879	+
NT5E	chr6	85449584	85495791	+
NT5M	chr17	17303335	17347663	+
NTAN1	chr16	15037854	15056079	-
NTAQ1	chr8	123416726	123470028	+
NTF3	chr12	5432108	5495299	+
NTF4	chr19	49061066	49065054	-
NTHL1	chr16	2039815	2047866	-
NTM	chr11	131370478	132336822	+
NTMT1	chr9	129608884	129636135	+
NTN1	chr17	9021510	9244000	+
NTN3	chr16	2471297	2474145	+
NTN4	chr12	95657807	95791152	-
NTN5	chr19	48661407	48673081	-
NTNG1	chr1	107140007	107483458	+
NTNG2	chr9	132161676	132244526	+
NTPCR	chr1	232950611	232983882	+
NTRK1	chr1	156815656	156881850	+
NTRK2	chr9	84668551	85027070	+
NTRK3	chr15	87859751	88256747	-
NTS	chr12	85874295	85882992	+
NTSR1	chr20	62708836	62762771	+
NTSR2	chr2	11658178	11670195	-
NUAK1	chr12	106063340	106140033	-
NUAK2	chr1	205302063	205321745	-
NUB1	chr7	151341699	151378449	+
NUBP1	chr16	10743786	10769351	+
NUBP2	chr16	1782960	1789186	+
NUBPL	chr14	31489956	31861224	+
NUCB1	chr19	48900312	48923372	+
NUCB2	chr11	17208153	17332211	+
NUCKS1	chr1	205712822	205750182	-
NUDC	chr1	26900238	26946871	+
NUDCD1	chr8	109240919	109334087	-
NUDCD2	chr5	163446526	163460102	-
NUDCD3	chr7	44379119	44490658	-
NUDT1	chr7	2242222	2251145	+
NUDT10	chrX	51332231	51337525	+
NUDT11	chrX	51490011	51496592	-
NUDT12	chr5	103548855	103562789	-
NUDT13	chr10	73110375	73131828	+
NUDT14	chr14	105172939	105181312	-
NUDT15	chr13	48037726	48047221	+
NUDT16	chr3	131381671	131388830	+
NUDT16L1	chr16	4693694	4695859	+
NUDT17	chr1	145845630	145848954	+
NUDT18	chr8	22106874	22109419	-
NUDT19	chr19	32691961	32713796	+
NUDT2	chr9	34329506	34343711	+
NUDT21	chr16	56429133	56452199	-
NUDT22	chr11	64225941	64230016	+
NUDT3	chr6	34279679	34392669	-
NUDT4	chr12	93377883	93408146	+
NUDT4B	chr1	148748894	148750099	+
NUDT5	chr10	12165330	12196144	-
NUDT6	chr4	122892577	122922968	-
NUDT7	chr16	77722492	77742260	+
NUDT8	chr11	67627938	67629937	-
NUDT9	chr4	87422573	87459455	+
NUF2	chr1	163266576	163355764	+
NUFIP1	chr13	44939249	44989471	-
NUFIP2	chr17	29255839	29294148	-
NUGGC	chr8	28021964	28083936	-
NUMA1	chr11	72002864	72080693	-
NUMB	chr14	73275107	73458617	-
NUMBL	chr19	40665905	40690972	-
NUP107	chr12	68686951	68745809	+
NUP133	chr1	229440259	229508341	-
NUP153	chr6	17615035	17706925	-
NUP155	chr5	37288137	37371106	-
NUP160	chr11	47778087	47848555	-
NUP188	chr9	128947699	129007096	+
NUP205	chr7	135557917	135648753	+
NUP210	chr3	13316235	13420322	-
NUP210L	chr1	153992685	154155116	-
NUP214	chr9	131125586	131234663	+
NUP35	chr2	183117513	183161680	+
NUP37	chr12	102073103	102120120	-
NUP42	chr7	23182038	23201006	+
NUP43	chr6	149724315	149746535	-
NUP50	chr22	45163925	45188017	+
NUP54	chr4	76114664	76148398	-
NUP58	chr13	25301625	25342421	+
NUP62	chr19	49906825	49929744	-
NUP62CL	chrX	107123427	107206433	-
NUP85	chr17	75205659	75235758	+
NUP88	chr17	5384833	5419662	-
NUP93	chr16	56730118	56850286	+
NUP98	chr11	3671083	3797792	-
NUPR1	chr16	28532708	28539008	-
NUPR2	chr7	56114681	56116417	-
NUS1	chr6	117675469	117710727	+
NUSAP1	chr15	41320794	41381050	+
NUTF2	chr16	67846933	67872567	+
NUTM1	chr15	34343315	34357737	+
NUTM2A	chr10	87225448	87236908	+
NUTM2B	chr10	79703227	79714681	+
NUTM2D	chr10	87357668	87370695	+
NUTM2E	chr10	79841358	79850878	+
NUTM2F	chr9	94318196	94328644	-
NUTM2G	chr9	96928310	96940253	+
NVL	chr1	224227334	224330189	-
NWD1	chr19	16719847	16817963	+
NWD2	chr4	37244743	37449463	+
NXF1	chr11	62792123	62806302	-
NXF2	chrX	102247167	102326722	+
NXF2B	chrX	102360396	102439932	-
NXF3	chrX	103075810	103093143	-
NXF5	chrX	101832112	101843307	-
NXN	chr17	799310	979776	-
NXNL1	chr19	17455425	17460926	-
NXNL2	chr9	88535101	88575789	+
NXPE1	chr11	114521645	114559895	-
NXPE2	chr11	114678527	114707069	+
NXPE3	chr3	101779202	101828231	+
NXPE4	chr11	114570591	114595786	-
NXPH1	chr7	8433609	8752961	+
NXPH2	chr2	138669157	138780390	-
NXPH3	chr17	49575871	49583827	+
NXPH4	chr12	57216794	57226449	+
NXT1	chr20	23350791	23354771	+
NXT2	chrX	109535781	109544690	+
NYAP1	chr7	100483927	100494802	+
NYAP2	chr2	225399710	225654018	+
NYNRIN	chr14	24399003	24419283	+
NYX	chrX	41447343	41475710	+
OAF	chr11	120211032	120230334	+
OARD1	chr6	41064772	41097787	-
OAS1	chr12	112906783	112933222	+
OAS2	chr12	112978395	113011723	+
OAS3	chr12	112938444	112973251	+
OASL	chr12	121019111	121039242	-
OAT	chr10	124397303	124418976	-
OAZ1	chr19	2269520	2273490	+
OAZ2	chr15	64687573	64703281	-
OAZ3	chr1	151762899	151771334	+
OBI1	chr13	78614289	78659155	-
OBP2A	chr9	135546139	135549969	+
OBP2B	chr9	133205277	133209250	-
OBSCN	chr1	228208063	228378876	+
OBSL1	chr2	219550728	219571539	-
OC90	chr8	132024216	132059382	-
OCA2	chr15	27754875	28099315	-
OCEL1	chr19	17226225	17229219	+
OCIAD1	chr4	48805212	48861817	+
OCIAD2	chr4	48885019	48906828	-
OCLN	chr5	69492292	69558104	+
OCM	chr7	5879827	5886363	+
OCM2	chr7	97984684	97990196	-
OCRL	chrX	129540259	129592561	+
OCSTAMP	chr20	46540946	46550654	-
ODAM	chr4	70196496	70204576	+
ODAPH	chr4	75556048	75565871	+
ODC1	chr2	10439968	10448327	-
ODF1	chr8	102551589	102561018	+
ODF2	chr9	128455186	128501292	+
ODF2L	chr1	86346824	86396342	-
ODF3	chr11	196761	200258	+
ODF3B	chr22	50530409	50532580	-
ODF3L1	chr15	75724041	75727688	+
ODF3L2	chr19	463346	474983	-
ODF4	chr17	8339840	8346046	+
ODR4	chr1	186375838	186421378	+
OFD1	chrX	13734745	13769357	+
OGA	chr10	101784443	101818465	-
OGDH	chr7	44606572	44709066	+
OGDHL	chr10	49734641	49762379	-
OGFOD1	chr16	56451521	56479104	+
OGFOD2	chr12	122974580	122980043	+
OGFOD3	chr17	82389210	82418588	-
OGFR	chr20	62804835	62814000	+
OGFRL1	chr6	71288811	71309059	+
OGG1	chr3	9749944	9788219	+
OGN	chr9	92383268	92404696	-
OGT	chrX	71533104	71575892	+
OIP5	chr15	41309273	41332591	-
OIT3	chr10	72893584	72933036	+
OLA1	chr2	174072447	174248599	-
OLAH	chr10	15032227	15073853	+
OLFM1	chr9	135075422	135121180	+
OLFM2	chr19	9853718	9936552	-
OLFM3	chr1	101802560	101996926	-
OLFM4	chr13	53028813	53052057	+
OLFML1	chr11	7485388	7511377	+
OLFML2A	chr9	124777133	124814885	+
OLFML2B	chr1	161983192	162023854	-
OLFML3	chr1	113979391	113982254	+
OLIG1	chr21	33070141	33072413	+
OLIG2	chr21	33025935	33029196	+
OLIG3	chr6	137492199	137494394	-
OLR1	chr12	10158301	10172138	-
OMA1	chr1	58467927	58546802	-
OMD	chr9	92414245	92424461	-
OMG	chr17	31294647	31297239	-
OMP	chr11	77102840	77103331	+
ONECUT1	chr15	52755053	52790336	-
ONECUT2	chr18	57435374	57491298	+
ONECUT3	chr19	1753506	1780988	+
OOEP	chr6	73368555	73395133	-
OOSP1	chr11	59938432	59957480	+
OOSP2	chr11	60040409	60048044	+
OOSP3	chr11	59878809	59896481	+
OOSP4A	chr11	59964033	59970146	+
OOSP4B	chr11	60017181	60031077	+
OPA1	chr3	193593144	193697811	+
OPA3	chr19	45527427	45602212	-
OPALIN	chr10	96343221	96359365	-
OPCML	chr11	132414977	133532519	-
OPHN1	chrX	68042344	68433495	-
OPLAH	chr8	144051266	144063965	-
OPN1LW	chrX	154144243	154159032	+
OPN1MW	chrX	154182596	154196861	+
OPN1MW2	chrX	154219756	154233286	+
OPN1MW3	chrX	154257538	154271805	+
OPN1SW	chr7	128772491	128775790	-
OPN3	chr1	241593124	241640369	-
OPN4	chr10	86654547	86666848	+
OPN5	chr6	47781982	47832780	+
OPRD1	chr1	28812142	28871267	+
OPRK1	chr8	53225724	53251637	-
OPRL1	chr20	64080082	64100643	+
OPRM1	chr6	154010496	154246867	+
OPRPN	chr4	70397940	70410195	+
OPTC	chr1	203494153	203508949	+
OPTN	chr10	13099449	13138308	+
OR10A2	chr11	6863057	6874717	+
OR10A3	chr11	7937171	7941708	-
OR10A4	chr11	6876625	6877619	+
OR10A5	chr11	6845652	6846705	+
OR10A6	chr11	7924592	7931268	-
OR10A7	chr12	55221025	55221975	+
OR10AD1	chr12	48202083	48203387	-
OR10AG1	chr11	55965755	55969945	-
OR10C1	chr6	29439306	29440977	+
OR10D3	chr11	124183345	124188780	+
OR10G2	chr14	21633836	21634940	-
OR10G3	chr14	21568520	21580076	-
OR10G4	chr11	124012997	124018732	+
OR10G6	chr11	123994163	123995161	-
OR10G7	chr11	124036013	124041325	-
OR10G8	chr11	124026798	124030634	+
OR10G9	chr11	124023013	124023948	+
OR10H1	chr19	15804549	15815664	-
OR10H2	chr19	15728020	15729060	+
OR10H3	chr19	15737985	15742343	+
OR10H4	chr19	15944299	15950350	+
OR10H5	chr19	15787661	15801025	+
OR10J1	chr1	159437845	159443078	+
OR10J3	chr1	159313670	159314659	-
OR10J5	chr1	159535078	159536007	-
OR10K1	chr1	158461574	158468979	+
OR10K2	chr1	158418210	158426237	-
OR10P1	chr12	55636860	55637854	+
OR10Q1	chr11	58227882	58228918	-
OR10R2	chr1	158472220	158480936	+
OR10S1	chr11	123976661	123977781	-
OR10T2	chr1	158398522	158399466	-
OR10V1	chr11	59712916	59713845	-
OR10W1	chr11	58266792	58268260	-
OR10X1	chr1	158578919	158579899	-
